Age,Income,Gender,Expenses,City,Education,Marital Status,Date
,65900.0,,48400.0,Paris,Bachelor,Widowed,2023-02-07 04:02:05.292529253
62.0,36600.0,Male,14900.0,Berlin,Bachelor,Married,2023-02-07 04:54:30.567056705
35.0,44200.0,Male,28600.0,London,Bachelor,Married,2023-02-07 05:46:55.841584158
64.0,47400.0,Male,23800.0,Paris,Bachelor,Single,2023-02-07 06:39:21.116111611
,6500.0,,2900.0,London,Bachelor,Married,
64.0,75100.0,Female,51200.0,Paris,High School,Single,2023-02-07 08:24:11.665166516
39.0,36500.0,Male,16500.0,Paris,Bachelor,Single,2023-02-07 09:16:36.939693969
51.0,57600.0,Male,33300.0,Paris,High School,Married,2023-02-07 10:09:02.214221422
64.0,48700.0,Male,31800.0,Madrid,Bachelor,Married,
25.0,68900.0,Male,42800.0,Paris,High School,Single,
57.0,56100.0,Male,44400.0,Rome,High School,Single,2023-02-07 12:46:18.037803780
66.0,46500.0,Male,33200.0,Paris,Bachelor,Married,2023-02-07 13:38:43.312331233
61.0,36600.0,Male,26000.0,London,High School,Single,2023-02-07 14:31:08.586858685
36.0,62000.0,Male,33600.0,Madrid,Master,Married,
59.0,21900.0,Male,8800.0,Madrid,High School,Married,2023-02-07 16:15:59.135913591
58.0,59700.0,Female,41400.0,Paris,PhD,Married,2023-02-07 17:08:24.410441044
54.0,33500.0,Female,26800.0,London,High School,Single,2023-02-07 18:00:49.684968496
23.0,68800.0,Female,38700.0,Paris,High School,Married,2023-02-07 18:53:14.959495949
69.0,52400.0,Male,41600.0,Paris,High School,Single,2023-02-07 19:45:40.234023402
43.0,59700.0,Male,27300.0,Berlin,High School,Married,2023-02-07 20:38:05.508550855
51.0,51200.0,Male,26600.0,Paris,High School,Single,
62.0,23700.0,Female,11100.0,Paris,High School,Single,2023-02-07 22:22:56.057605760
23.0,37100.0,Female,21900.0,Paris,High School,Divorced,2023-02-07 23:15:21.332133213
54.0,60100.0,Male,43200.0,Paris,High School,Single,2023-02-08 00:07:46.606660666
50.0,52500.0,Female,28200.0,Paris,High School,Married,2023-02-08 01:00:11.881188118
39.0,67700.0,Male,51600.0,Madrid,High School,Married,2023-02-08 01:52:37.155715571
38.0,56000.0,Male,34600.0,Paris,Bachelor,Single,2023-02-08 02:45:02.430243024
23.0,35500.0,Male,20800.0,London,High School,Single,2023-02-08 03:37:27.704770477
23.0,38100.0,Male,27200.0,Berlin,Master,Married,2023-02-08 04:29:52.979297929
65.0,51500.0,Male,22700.0,London,Bachelor,Married,2023-02-08 05:22:18.253825382
21.0,15300.0,Female,10900.0,Berlin,Bachelor,Single,2023-02-08 06:14:43.528352835
47.0,75100.0,Male,37300.0,London,High School,Single,2023-02-08 07:07:08.802880288
28.0,56600.0,Male,29000.0,London,Bachelor,Married,2023-02-08 07:59:34.077407740
47.0,68400.0,Female,43800.0,Paris,High School,Widowed,2023-02-08 08:51:59.351935193
48.0,26300.0,Male,20000.0,Madrid,Master,Married,2023-02-08 09:44:24.626462646
41.0,68700.0,Male,43400.0,Rome,Master,Married,2023-02-08 10:36:49.900990099
,83500.0,,55100.0,London,Bachelor,Divorced,2023-02-08 11:29:15.175517551
20.0,30200.0,Male,21500.0,Paris,Bachelor,Single,2023-02-08 12:21:40.450045004
68.0,61600.0,Male,31000.0,London,Bachelor,Single,2023-02-08 13:14:05.724572457
48.0,50000.0,Male,36500.0,London,High School,Single,2023-02-08 14:06:30.999099910
57.0,26800.0,Male,15200.0,Berlin,Bachelor,Widowed,2023-02-08 14:58:56.273627362
54.0,57400.0,Male,27000.0,London,High School,Divorced,
53.0,62500.0,Female,33800.0,London,Bachelor,Single,2023-02-08 16:43:46.822682268
41.0,41000.0,Female,20400.0,London,High School,Married,2023-02-08 17:36:12.097209721
48.0,67500.0,Female,33200.0,Paris,High School,Single,2023-02-08 18:28:37.371737173
23.0,25000.0,Male,12800.0,Berlin,Bachelor,Married,2023-02-08 19:21:02.646264626
19.0,27600.0,Male,13000.0,Paris,High School,Single,2023-02-08 20:13:27.920792079
37.0,,Female,34700.0,London,Bachelor,Divorced,2023-02-08 21:05:53.195319532
45.0,50400.0,Male,31900.0,Paris,Bachelor,Single,2023-02-08 21:58:18.469846984
28.0,39300.0,Male,25900.0,Paris,PhD,Married,2023-02-08 22:50:43.744374437
21.0,62100.0,Female,33400.0,Paris,High School,Single,
,58000.0,,41100.0,Madrid,Bachelor,Single,2023-02-09 00:35:34.293429343
23.0,62900.0,Male,28400.0,London,Master,Married,2023-02-09 01:27:59.567956795
66.0,48200.0,Female,30300.0,Paris,High School,Single,2023-02-09 02:20:24.842484248
47.0,,Female,30100.0,Berlin,Bachelor,Single,2023-02-09 03:12:50.117011701
55.0,43300.0,Male,26500.0,London,High School,Married,2023-02-09 04:05:15.391539153
68.0,80800.0,Male,42800.0,London,High School,Married,2023-02-09 04:57:40.666066606
,37800.0,,27100.0,London,High School,Single,2023-02-09 05:50:05.940594059
32.0,81600.0,Female,61700.0,Paris,Bachelor,Married,2023-02-09 06:42:31.215121512
28.0,50500.0,Male,35200.0,Paris,High School,Married,2023-02-09 07:34:56.489648964
25.0,29400.0,Male,13800.0,Paris,High School,Single,2023-02-09 08:27:21.764176417
,70500.0,,36000.0,London,High School,Married,2023-02-09 09:19:47.038703870
68.0,51900.0,Male,39800.0,Paris,High School,Married,2023-02-09 10:12:12.313231323
62.0,62800.0,Female,36100.0,London,Bachelor,Married,2023-02-09 11:04:37.587758775
61.0,68400.0,Female,53100.0,Paris,High School,Single,2023-02-09 11:57:02.862286228
22.0,55100.0,Male,30700.0,Paris,High School,Married,2023-02-09 12:49:28.136813681
23.0,41100.0,Female,32100.0,Rome,High School,Married,2023-02-09 13:41:53.411341134
43.0,64600.0,Male,49800.0,Madrid,Bachelor,Single,2023-02-09 14:34:18.685868586
,50000.0,,33200.0,Paris,Master,Married,2023-02-09 15:26:43.960396039
,60300.0,,24300.0,Berlin,Bachelor,Single,2023-02-09 16:19:09.234923492
37.0,17700.0,Male,9900.0,London,Master,Single,2023-02-09 17:11:34.509450945
50.0,56700.0,Female,43300.0,Berlin,High School,Married,2023-02-09 18:03:59.783978397
37.0,40400.0,Female,30500.0,Paris,Bachelor,Single,2023-02-09 18:56:25.058505850
66.0,74800.0,Male,35500.0,Paris,Bachelor,Single,2023-02-09 19:48:50.333033303
29.0,59300.0,Male,33200.0,Madrid,Bachelor,Single,2023-02-09 20:41:15.607560756
64.0,53600.0,Male,39400.0,Madrid,PhD,Single,2023-02-09 21:33:40.882088208
18.0,57300.0,Male,36200.0,London,High School,Single,2023-02-09 22:26:06.156615661
43.0,35000.0,Female,25900.0,Madrid,High School,Married,2023-02-09 23:18:31.431143114
31.0,,Female,54300.0,London,Master,Single,2023-02-10 00:10:56.705670567
55.0,79900.0,Male,61000.0,Paris,High School,Married,2023-02-10 01:03:21.980198019
54.0,55900.0,Male,25000.0,Paris,High School,Single,2023-02-10 01:55:47.254725472
28.0,73900.0,Male,33900.0,Paris,High School,Single,2023-02-10 02:48:12.529252925
,41500.0,,18000.0,Berlin,High School,Divorced,2023-02-10 03:40:37.803780378
30.0,38000.0,Male,29400.0,Rome,High School,Married,2023-02-10 04:33:03.078307830
,50600.0,,29900.0,London,PhD,Single,2023-02-10 05:25:28.352835283
,56500.0,,24100.0,London,High School,Married,2023-02-10 06:17:53.627362736
50.0,44100.0,Female,23300.0,Berlin,Bachelor,Single,2023-02-10 07:10:18.901890189
23.0,58100.0,Male,31400.0,Paris,High School,Divorced,2023-02-10 08:02:44.176417641
67.0,54600.0,Male,39500.0,Paris,High School,Single,2023-02-10 08:55:09.450945094
27.0,35000.0,Male,24300.0,London,High School,Married,2023-02-10 09:47:34.725472547
22.0,57800.0,Female,39100.0,London,Bachelor,Single,2023-02-10 10:40:00.000000000
40.0,63000.0,Female,25800.0,Madrid,High School,,2023-02-10 11:32:25.274527452
27.0,52600.0,Female,40200.0,Paris,Bachelor,Divorced,2023-02-10 12:24:50.549054905
61.0,67300.0,Male,32700.0,London,Bachelor,Single,2023-02-10 13:17:15.823582358
,31700.0,,20700.0,Berlin,High School,Single,2023-02-10 14:09:41.098109811
,57000.0,,24200.0,Paris,High School,Married,2023-02-10 15:02:06.372637263
57.0,32400.0,Male,14000.0,London,High School,Single,2023-02-10 15:54:31.647164716
19.0,33300.0,Male,13400.0,Paris,Bachelor,,2023-02-10 16:46:56.921692169
37.0,40500.0,Female,25400.0,London,Master,Married,2023-02-10 17:39:22.196219622
18.0,35900.0,Male,23400.0,Berlin,Bachelor,Single,2023-02-10 18:31:47.470747074
54.0,41800.0,Male,17600.0,Paris,High School,Married,2023-02-10 19:24:12.745274527
26.0,,Female,24200.0,Berlin,Master,Single,2023-02-10 20:16:38.019801980
34.0,62600.0,Male,46400.0,Paris,High School,Divorced,2023-02-10 21:09:03.294329433
26.0,45200.0,Male,19900.0,Paris,High School,Single,2023-02-10 22:01:28.568856885
28.0,26200.0,Male,12700.0,London,Bachelor,Married,2023-02-10 22:53:53.843384338
32.0,67100.0,Male,38200.0,Madrid,High School,Single,2023-02-10 23:46:19.117911791
41.0,37400.0,Female,27600.0,Paris,PhD,Married,2023-02-11 00:38:44.392439243
55.0,49100.0,Male,24600.0,Paris,High School,Single,2023-02-11 01:31:09.666966696
52.0,56700.0,Female,45300.0,London,High School,Single,2023-02-11 02:23:34.941494149
47.0,53000.0,Female,28700.0,Paris,High School,Single,2023-02-11 03:16:00.216021602
48.0,66400.0,Female,36800.0,Paris,Bachelor,Single,2023-02-11 04:08:25.490549054
66.0,57200.0,Male,25700.0,Paris,Bachelor,Single,2023-02-11 05:00:50.765076507
22.0,37100.0,Male,24900.0,Berlin,PhD,Single,2023-02-11 05:53:16.039603960
,82700.0,,41100.0,Rome,Bachelor,Widowed,2023-02-11 06:45:41.314131413
,52900.0,,34500.0,Paris,Bachelor,Single,2023-02-11 07:38:06.588658865
31.0,47800.0,Female,23400.0,London,High School,Married,
28.0,64500.0,Male,35800.0,Paris,High School,Single,2023-02-11 09:22:57.137713771
26.0,53700.0,Female,39900.0,London,Bachelor,Single,2023-02-11 10:15:22.412241224
51.0,56000.0,Male,39000.0,Paris,Master,Single,2023-02-11 11:07:47.686768676
29.0,87400.0,Male,40400.0,Paris,Bachelor,Married,2023-02-11 12:00:12.961296129
52.0,45900.0,Female,29500.0,Berlin,High School,,2023-02-11 12:52:38.235823582
52.0,45200.0,Male,29400.0,Paris,Bachelor,Married,2023-02-11 13:45:03.510351035
18.0,51700.0,Female,22600.0,Paris,High School,Widowed,2023-02-11 14:37:28.784878487
57.0,66100.0,Male,38800.0,Rome,High School,Single,2023-02-11 15:29:54.059405940
39.0,27400.0,Female,13800.0,Rome,Bachelor,Single,
,20500.0,,12000.0,Paris,Bachelor,Single,2023-02-11 17:14:44.608460846
25.0,41200.0,Female,29300.0,London,High School,Single,2023-02-11 18:07:09.882988298
,25500.0,,11800.0,London,Bachelor,Single,2023-02-11 18:59:35.157515751
58.0,43600.0,Male,19600.0,London,High School,Widowed,2023-02-11 19:52:00.432043204
54.0,,Female,29200.0,Madrid,High School,Married,2023-02-11 20:44:25.706570657
31.0,36600.0,Female,28600.0,Berlin,Bachelor,Widowed,2023-02-11 21:36:50.981098109
47.0,28600.0,Male,20000.0,Berlin,High School,Single,2023-02-11 22:29:16.255625562
52.0,51000.0,Male,20800.0,Paris,Bachelor,,2023-02-11 23:21:41.530153015
38.0,62900.0,Male,35200.0,London,Bachelor,Single,2023-02-12 00:14:06.804680468
54.0,24600.0,Male,12400.0,London,Master,Married,2023-02-12 01:06:32.079207920
22.0,62300.0,Female,40800.0,Paris,Master,Married,
36.0,62300.0,Male,36400.0,Paris,High School,Divorced,2023-02-12 02:51:22.628262826
31.0,64300.0,Male,50500.0,Paris,High School,Single,2023-02-12 03:43:47.902790279
43.0,68300.0,Male,33300.0,Paris,Bachelor,Single,2023-02-12 04:36:13.177317731
21.0,83000.0,Male,52700.0,Paris,High School,Single,2023-02-12 05:28:38.451845184
42.0,,Female,30400.0,Paris,Bachelor,Married,2023-02-12 06:21:03.726372637
62.0,,Female,37700.0,Paris,High School,Married,2023-02-12 07:13:29.000900090
59.0,43800.0,Male,24700.0,London,Bachelor,Single,2023-02-12 08:05:54.275427542
42.0,50000.0,Female,33700.0,London,High School,Single,2023-02-12 08:58:19.549954995
35.0,73000.0,Male,38100.0,Paris,High School,Divorced,2023-02-12 09:50:44.824482448
57.0,29800.0,Male,17100.0,Madrid,PhD,Married,2023-02-12 10:43:10.099009901
25.0,37100.0,Male,28100.0,London,High School,Single,2023-02-12 11:35:35.373537353
56.0,70700.0,Male,55100.0,Berlin,Bachelor,Single,2023-02-12 12:28:00.648064806
57.0,65300.0,Male,44900.0,Madrid,Bachelor,Married,2023-02-12 13:20:25.922592259
31.0,44600.0,Male,24500.0,Paris,High School,Single,2023-02-12 14:12:51.197119712
49.0,62800.0,Female,45700.0,London,Bachelor,Single,2023-02-12 15:05:16.471647164
68.0,,Female,22600.0,London,High School,Married,2023-02-12 15:57:41.746174617
55.0,72500.0,Female,32000.0,Paris,Bachelor,Single,2023-02-12 16:50:07.020702070
50.0,51100.0,Male,34000.0,Paris,Bachelor,Single,2023-02-12 17:42:32.295229523
,65400.0,,33800.0,Berlin,High School,Single,2023-02-12 18:34:57.569756975
32.0,89600.0,Male,69900.0,Paris,High School,Single,2023-02-12 19:27:22.844284428
50.0,59000.0,Male,33900.0,Rome,Bachelor,Single,2023-02-12 20:19:48.118811881
42.0,50700.0,Male,29000.0,Berlin,Bachelor,Single,2023-02-12 21:12:13.393339333
34.0,60800.0,Male,40800.0,London,Bachelor,Single,2023-02-12 22:04:38.667866786
50.0,44500.0,Male,31500.0,Paris,High School,Married,2023-02-12 22:57:03.942394239
64.0,85800.0,Male,50600.0,London,Bachelor,Widowed,2023-02-12 23:49:29.216921692
19.0,52700.0,Male,25600.0,Paris,High School,Married,2023-02-13 00:41:54.491449144
31.0,45900.0,Male,32600.0,Paris,Bachelor,,2023-02-13 01:34:19.765976597
57.0,37500.0,Male,19800.0,Berlin,High School,Single,2023-02-13 02:26:45.040504050
57.0,66500.0,Male,31300.0,Paris,High School,Single,2023-02-13 03:19:10.315031503
68.0,63000.0,Female,41100.0,London,Bachelor,Single,2023-02-13 04:11:35.589558955
56.0,42500.0,Male,18500.0,Berlin,High School,Single,2023-02-13 05:04:00.864086408
68.0,58600.0,Female,46200.0,Paris,Master,Single,2023-02-13 05:56:26.138613861
23.0,27400.0,Male,17900.0,London,Bachelor,Married,2023-02-13 06:48:51.413141314
23.0,52800.0,Male,41900.0,London,Master,Married,2023-02-13 07:41:16.687668766
,56800.0,,30400.0,London,High School,Married,2023-02-13 08:33:41.962196219
24.0,75600.0,Male,59600.0,Berlin,High School,Widowed,2023-02-13 09:26:07.236723672
68.0,38400.0,Male,17600.0,Madrid,Bachelor,Single,2023-02-13 10:18:32.511251125
25.0,30800.0,Female,12800.0,London,High School,Widowed,2023-02-13 11:10:57.785778577
59.0,36600.0,Male,15100.0,London,High School,Single,2023-02-13 12:03:23.060306030
69.0,30000.0,Male,17600.0,London,Bachelor,Single,2023-02-13 12:55:48.334833483
32.0,70000.0,Female,30300.0,Berlin,Bachelor,Divorced,2023-02-13 13:48:13.609360936
64.0,73200.0,Female,44300.0,London,High School,Single,2023-02-13 14:40:38.883888388
46.0,54800.0,Male,29100.0,Paris,Bachelor,Single,2023-02-13 15:33:04.158415841
50.0,68300.0,Male,36500.0,Paris,High School,Single,2023-02-13 16:25:29.432943294
69.0,52000.0,Female,34000.0,Madrid,Bachelor,Single,2023-02-13 17:17:54.707470747
47.0,48600.0,Male,22600.0,Paris,High School,Widowed,2023-02-13 18:10:19.981998199
56.0,45000.0,Male,31800.0,London,High School,Single,2023-02-13 19:02:45.256525652
44.0,45300.0,Male,28700.0,Berlin,Bachelor,Widowed,2023-02-13 19:55:10.531053105
53.0,26800.0,Female,20500.0,Paris,Bachelor,Single,2023-02-13 20:47:35.805580558
46.0,54000.0,Male,29500.0,London,High School,Single,2023-02-13 21:40:01.080108010
55.0,49400.0,Female,39200.0,Paris,Bachelor,Single,2023-02-13 22:32:26.354635463
50.0,61200.0,Male,38600.0,Rome,High School,,2023-02-13 23:24:51.629162916
54.0,51400.0,Male,40600.0,Paris,Master,Single,2023-02-14 00:17:16.903690369
44.0,47600.0,Female,19600.0,London,Bachelor,Married,2023-02-14 01:09:42.178217821
50.0,36900.0,Female,25500.0,London,Bachelor,Single,2023-02-14 02:02:07.452745274
21.0,51100.0,Male,37100.0,Berlin,High School,Married,2023-02-14 02:54:32.727272727
39.0,61100.0,Male,25700.0,Paris,High School,Married,2023-02-14 03:46:58.001800180
19.0,32800.0,Female,20700.0,London,High School,Single,2023-02-14 04:39:23.276327632
27.0,51300.0,Male,37000.0,Paris,High School,Married,2023-02-14 05:31:48.550855085
22.0,53500.0,Male,33400.0,Paris,High School,Divorced,2023-02-14 06:24:13.825382538
27.0,39200.0,Male,16700.0,Berlin,High School,Married,2023-02-14 07:16:39.099909991
,41200.0,,27900.0,Paris,Bachelor,,2023-02-14 08:09:04.374437443
55.0,53500.0,Female,22700.0,Berlin,High School,,2023-02-14 09:01:29.648964896
30.0,33000.0,Female,24000.0,Berlin,Master,Married,2023-02-14 09:53:54.923492349
,55200.0,,23000.0,Madrid,High School,Single,2023-02-14 10:46:20.198019802
64.0,36600.0,Male,16700.0,London,PhD,,2023-02-14 11:38:45.472547254
53.0,65900.0,Male,33600.0,Paris,PhD,Single,2023-02-14 12:31:10.747074707
62.0,85100.0,Male,55600.0,London,High School,,2023-02-14 13:23:36.021602160
41.0,37100.0,Male,29300.0,Rome,PhD,Single,2023-02-14 14:16:01.296129613
69.0,58000.0,Male,25900.0,Madrid,Master,Single,2023-02-14 15:08:26.570657065
32.0,39100.0,Male,17900.0,London,High School,Single,2023-02-14 16:00:51.845184518
46.0,65600.0,Male,35900.0,Madrid,Master,Single,2023-02-14 16:53:17.119711971
25.0,31000.0,Male,22800.0,Berlin,High School,Single,2023-02-14 17:45:42.394239423
22.0,57200.0,Female,33600.0,Madrid,High School,Married,2023-02-14 18:38:07.668766876
46.0,36900.0,Male,19500.0,London,Bachelor,Divorced,2023-02-14 19:30:32.943294329
64.0,46900.0,Male,29300.0,Madrid,High School,Single,2023-02-14 20:22:58.217821782
21.0,34500.0,Male,17400.0,Madrid,High School,Single,2023-02-14 21:15:23.492349234
29.0,62300.0,Female,34900.0,Paris,PhD,Single,2023-02-14 22:07:48.766876687
62.0,37400.0,Male,19900.0,Rome,PhD,Divorced,2023-02-14 23:00:14.041404140
19.0,58300.0,Male,42100.0,Paris,Bachelor,Married,2023-02-14 23:52:39.315931593
44.0,44800.0,Male,34500.0,London,Bachelor,Single,2023-02-15 00:45:04.590459045
,48300.0,,34000.0,Berlin,Master,Married,2023-02-15 01:37:29.864986498
68.0,52200.0,Female,30000.0,London,High School,,2023-02-15 02:29:55.139513951
68.0,38600.0,Male,23200.0,Madrid,Master,Single,2023-02-15 03:22:20.414041404
53.0,53200.0,Male,23900.0,London,High School,Single,2023-02-15 04:14:45.688568856
53.0,73000.0,Male,51000.0,Paris,Master,,2023-02-15 05:07:10.963096309
43.0,38300.0,Male,24500.0,Paris,Bachelor,Married,2023-02-15 05:59:36.237623762
60.0,67600.0,Male,51400.0,London,PhD,Single,2023-02-15 06:52:01.512151215
44.0,72500.0,Male,34800.0,Berlin,Master,Married,2023-02-15 07:44:26.786678667
22.0,37800.0,Female,26600.0,Paris,Master,Married,2023-02-15 08:36:52.061206120
37.0,28200.0,Female,19000.0,London,Bachelor,Single,2023-02-15 09:29:17.335733573
28.0,54500.0,Female,27600.0,Paris,Master,Married,2023-02-15 10:21:42.610261026
27.0,41800.0,Male,27900.0,Berlin,Bachelor,Single,2023-02-15 11:14:07.884788478
57.0,78000.0,Male,60000.0,Paris,High School,,2023-02-15 12:06:33.159315931
55.0,50500.0,Male,38800.0,Berlin,Bachelor,Married,2023-02-15 12:58:58.433843384
23.0,38000.0,Male,26100.0,Paris,High School,Widowed,2023-02-15 13:51:23.708370837
25.0,32800.0,Male,13800.0,Paris,Master,Single,2023-02-15 14:43:48.982898289
40.0,66300.0,Female,49700.0,Madrid,High School,Single,
64.0,41400.0,Male,27500.0,London,PhD,Single,2023-02-15 16:28:39.531953195
43.0,50700.0,Female,26600.0,London,High School,Divorced,2023-02-15 17:21:04.806480648
63.0,64300.0,Male,30500.0,Berlin,High School,Divorced,2023-02-15 18:13:30.081008100
60.0,42700.0,Male,19100.0,London,Master,Married,2023-02-15 19:05:55.355535553
29.0,49300.0,Male,20700.0,Berlin,High School,Single,2023-02-15 19:58:20.630063006
43.0,49800.0,Male,34900.0,Berlin,High School,Divorced,2023-02-15 20:50:45.904590459
30.0,60200.0,Male,29800.0,London,Bachelor,Single,2023-02-15 21:43:11.179117911
,58900.0,,24100.0,Paris,High School,Single,2023-02-15 22:35:36.453645364
35.0,,Female,26100.0,Paris,Bachelor,Married,2023-02-15 23:28:01.728172817
42.0,51000.0,Male,30200.0,Madrid,Bachelor,Married,2023-02-16 00:20:27.002700270
50.0,44400.0,Male,20800.0,Rome,PhD,Married,2023-02-16 01:12:52.277227722
64.0,27800.0,Female,11600.0,Paris,High School,Married,2023-02-16 02:05:17.551755175
57.0,,Female,25600.0,Paris,High School,Divorced,2023-02-16 02:57:42.826282628
,78400.0,,52700.0,Paris,Bachelor,Single,2023-02-16 03:50:08.100810081
29.0,36700.0,Female,15900.0,London,High School,Married,2023-02-16 04:42:33.375337533
61.0,38400.0,Male,23900.0,Paris,High School,Single,2023-02-16 05:34:58.649864986
53.0,36900.0,Male,16900.0,Berlin,High School,Single,2023-02-16 06:27:23.924392439
65.0,60900.0,Male,29100.0,Madrid,Bachelor,Single,2023-02-16 07:19:49.198919892
21.0,56700.0,Male,31600.0,Rome,Master,Divorced,2023-02-16 08:12:14.473447344
22.0,47600.0,Male,21000.0,Paris,High School,Widowed,2023-02-16 09:04:39.747974797
54.0,36200.0,Male,17000.0,Rome,High School,Single,2023-02-16 09:57:05.022502250
25.0,51400.0,Male,27700.0,Berlin,Bachelor,Married,2023-02-16 10:49:30.297029703
59.0,26500.0,Female,14100.0,Paris,High School,Single,2023-02-16 11:41:55.571557155
66.0,52200.0,Female,36500.0,London,Bachelor,Single,2023-02-16 12:34:20.846084608
45.0,63100.0,Male,27100.0,Berlin,High School,Single,2023-02-16 13:26:46.120612061
48.0,31200.0,Male,23200.0,Rome,High School,Single,2023-02-16 14:19:11.395139514
26.0,27000.0,Male,19600.0,Paris,High School,Single,2023-02-16 15:11:36.669666966
68.0,73700.0,Male,52100.0,Paris,High School,,2023-02-16 16:04:01.944194419
46.0,40800.0,Male,21400.0,London,Master,Single,2023-02-16 16:56:27.218721872
31.0,67000.0,Male,48900.0,Rome,Master,Married,2023-02-16 17:48:52.493249324
57.0,47700.0,Male,22600.0,Rome,Bachelor,Single,
58.0,47600.0,Male,21400.0,Paris,Bachelor,Married,2023-02-16 19:33:43.042304230
39.0,56600.0,Male,23700.0,Paris,High School,Married,2023-02-16 20:26:08.316831683
28.0,,Female,28500.0,Madrid,Bachelor,Married,2023-02-16 21:18:33.591359135
40.0,52000.0,Male,27200.0,Berlin,Bachelor,Single,2023-02-16 22:10:58.865886588
18.0,44300.0,Male,34000.0,Rome,High School,Single,2023-02-16 23:03:24.140414041
63.0,30200.0,Male,15400.0,Madrid,High School,Widowed,2023-02-16 23:55:49.414941494
54.0,55100.0,Male,42000.0,Paris,High School,Single,2023-02-17 00:48:14.689468946
38.0,46100.0,Male,35100.0,Berlin,High School,Single,2023-02-17 01:40:39.963996399
43.0,47600.0,Female,36600.0,Paris,Bachelor,Divorced,2023-02-17 02:33:05.238523852
63.0,31800.0,Male,19000.0,Berlin,Master,Single,2023-02-17 03:25:30.513051305
53.0,,Female,55200.0,London,Bachelor,Married,2023-02-17 04:17:55.787578757
40.0,63200.0,Male,49300.0,Rome,High School,Single,2023-02-17 05:10:21.062106210
18.0,64500.0,Male,34200.0,Rome,High School,Single,2023-02-17 06:02:46.336633663
68.0,45400.0,Male,25800.0,Paris,High School,Single,2023-02-17 06:55:11.611161116
57.0,24100.0,Male,16600.0,Paris,Bachelor,Single,2023-02-17 07:47:36.885688568
32.0,79300.0,Male,41200.0,London,High School,Single,2023-02-17 08:40:02.160216021
38.0,,Female,34400.0,Madrid,High School,Married,2023-02-17 09:32:27.434743474
,38800.0,,16700.0,Berlin,Bachelor,Widowed,
26.0,56300.0,Male,34300.0,Rome,High School,,2023-02-17 11:17:17.983798379
26.0,67500.0,Female,30300.0,London,High School,,2023-02-17 12:09:43.258325832
27.0,49700.0,Male,25700.0,Paris,High School,Married,2023-02-17 13:02:08.532853285
69.0,69200.0,Male,34800.0,Paris,High School,Married,2023-02-17 13:54:33.807380738
43.0,66200.0,Male,48700.0,Paris,Bachelor,Single,2023-02-17 14:46:59.081908190
58.0,33900.0,Male,16200.0,London,High School,Single,2023-02-17 15:39:24.356435643
52.0,39900.0,Male,28900.0,Madrid,High School,Married,2023-02-17 16:31:49.630963096
69.0,64400.0,Male,46200.0,Paris,High School,Married,2023-02-17 17:24:14.905490549
42.0,9300.0,Male,5600.0,Madrid,High School,Widowed,2023-02-17 18:16:40.180018001
43.0,47800.0,Male,23600.0,Paris,Master,Married,2023-02-17 19:09:05.454545454
28.0,28500.0,Male,14000.0,Paris,High School,Single,2023-02-17 20:01:30.729072907
55.0,42900.0,Male,25100.0,London,High School,Married,2023-02-17 20:53:56.003600360
19.0,45500.0,Male,18400.0,London,Bachelor,Single,2023-02-17 21:46:21.278127812
24.0,44600.0,Female,27300.0,Madrid,High School,Single,2023-02-17 22:38:46.552655265
35.0,41700.0,Male,32600.0,London,Bachelor,Married,2023-02-17 23:31:11.827182718
44.0,33500.0,Female,15500.0,Paris,High School,Divorced,2023-02-18 00:23:37.101710171
51.0,84400.0,Male,53100.0,Berlin,PhD,Divorced,2023-02-18 01:16:02.376237623
44.0,78000.0,Male,,Rome,PhD,Married,2023-02-18 02:08:27.650765076
34.0,32600.0,Male,24300.0,London,Bachelor,Single,2023-02-18 03:00:52.925292529
60.0,,Female,54500.0,Paris,Bachelor,Single,2023-02-18 03:53:18.199819982
61.0,44000.0,Male,32100.0,Paris,High School,Single,2023-02-18 04:45:43.474347434
68.0,51900.0,Female,27200.0,Paris,PhD,Widowed,2023-02-18 05:38:08.748874887
41.0,49100.0,Female,37100.0,Paris,High School,Married,2023-02-18 06:30:34.023402340
42.0,40100.0,Male,31100.0,Madrid,High School,Married,2023-02-18 07:22:59.297929793
24.0,64800.0,Male,38800.0,Paris,High School,Married,2023-02-18 08:15:24.572457245
69.0,51900.0,Male,28100.0,London,High School,Married,2023-02-18 09:07:49.846984698
23.0,42900.0,Male,24300.0,London,Bachelor,Married,2023-02-18 10:00:15.121512151
41.0,30400.0,Male,16200.0,Madrid,High School,Single,2023-02-18 10:52:40.396039604
50.0,36600.0,Female,17700.0,Paris,Bachelor,Single,2023-02-18 11:45:05.670567056
66.0,25400.0,Male,16400.0,London,High School,Divorced,2023-02-18 12:37:30.945094509
46.0,50200.0,Male,31400.0,Paris,Master,Single,2023-02-18 13:29:56.219621962
60.0,32100.0,Male,18800.0,Paris,Bachelor,Married,2023-02-18 14:22:21.494149414
39.0,46000.0,Female,20200.0,Paris,Bachelor,Married,2023-02-18 15:14:46.768676867
43.0,70600.0,Male,50700.0,London,Bachelor,Married,2023-02-18 16:07:12.043204320
45.0,68000.0,Female,32000.0,Paris,Master,Single,2023-02-18 16:59:37.317731773
67.0,49500.0,Female,22100.0,London,High School,Single,2023-02-18 17:52:02.592259225
